name,description,category,price,calories,protein,fat,carbohydrates,image
Grilled Chicken Sandwich #438,Served with a side of bread.,Pizza,19.18,734,24.7,4.6,65.3,https://example.com/images/item_438.jpg
Vegan Buddha Bowl #439,Rich in flavor and nutrients.,Dessert,18.93,565,29.2,20.2,44.6,https://example.com/images/item_439.jpg
Quinoa Salad #440,Delicious and freshly prepared.,Salad,18.1,708,10.5,9.6,43.4,https://example.com/images/item_440.jpg
Chicken Alfredo Pasta #441,Rich in flavor and nutrients.,Sandwich,11.86,102,23.6,24.7,64.1,https://example.com/images/item_441.jpg
Cheeseburger #442,Served with a side of bread.,Sandwich,16.35,152,29.8,3.8,68.0,https://example.com/images/item_442.jpg
Veggie Wrap #443,Perfect for lunch or dinner.,Sandwich,7.08,492,13.2,18.8,39.6,https://example.com/images/item_443.jpg
Vegan Buddha Bowl #444,A customer favorite with premium ingredients.,Wrap,9.42,787,11.7,18.8,29.9,https://example.com/images/item_444.jpg
Tomato Soup #445,Served with a side of bread.,Drink,15.2,637,7.0,7.7,30.3,https://example.com/images/item_445.jpg
Grilled Chicken Sandwich #446,A customer favorite with premium ingredients.,Wrap,14.91,415,16.6,18.1,58.1,https://example.com/images/item_446.jpg
Caesar Salad #447,Topped with fresh herbs.,Pasta,13.62,362,11.0,4.9,78.7,https://example.com/images/item_447.jpg
Chocolate Cake #448,Served with a side of bread.,Pizza,19.72,146,7.6,22.6,17.7,https://example.com/images/item_448.jpg
Chocolate Cake #449,Served with a side of bread.,Dessert,7.92,328,29.8,24.2,50.6,https://example.com/images/item_449.jpg
Spaghetti Bolognese #450,A customer favorite with premium ingredients.,Wrap,17.6,633,29.8,22.7,55.2,https://example.com/images/item_450.jpg
Lemonade #451,A customer favorite with premium ingredients.,Pasta,17.09,321,15.1,3.0,78.4,https://example.com/images/item_451.jpg
Chocolate Cake #452,Delicious and freshly prepared.,Drink,8.6,636,8.4,12.1,44.1,https://example.com/images/item_452.jpg
Cheeseburger #453,Rich in flavor and nutrients.,Burger,9.4,216,16.3,10.7,44.6,https://example.com/images/item_453.jpg
Veggie Wrap #454,A customer favorite with premium ingredients.,Drink,18.47,399,26.5,4.2,76.7,https://example.com/images/item_454.jpg
Tomato Soup #455,A customer favorite with premium ingredients.,Dessert,16.64,206,8.3,7.7,47.0,https://example.com/images/item_455.jpg
Quinoa Salad #456,Delicious and freshly prepared.,Soup,11.04,543,10.0,21.3,51.3,https://example.com/images/item_456.jpg
Margherita Pizza #457,A customer favorite with premium ingredients.,Soup,18.38,180,28.2,9.2,62.2,https://example.com/images/item_457.jpg
Veggie Wrap #458,Rich in flavor and nutrients.,Burger,6.79,591,15.7,6.4,27.4,https://example.com/images/item_458.jpg
Spaghetti Bolognese #459,Served with a side of bread.,Soup,18.14,262,24.0,9.9,43.4,https://example.com/images/item_459.jpg
Lemonade #460,A customer favorite with premium ingredients.,Soup,14.89,525,25.4,15.7,24.6,https://example.com/images/item_460.jpg
Margherita Pizza #461,Perfect for lunch or dinner.,Pasta,14.96,587,12.3,13.2,79.4,https://example.com/images/item_461.jpg
Turkey Club Sandwich #462,Topped with fresh herbs.,Burger,9.82,599,18.5,13.5,27.3,https://example.com/images/item_462.jpg
Margherita Pizza #463,Perfect for lunch or dinner.,Pasta,8.23,722,11.9,5.2,14.2,https://example.com/images/item_463.jpg
Tomato Soup #464,Perfect for lunch or dinner.,Pasta,9.0,177,27.8,5.6,41.1,https://example.com/images/item_464.jpg
Spaghetti Bolognese #465,A customer favorite with premium ingredients.,Soup,15.12,232,16.5,16.1,57.9,https://example.com/images/item_465.jpg
Spaghetti Bolognese #466,Topped with fresh herbs.,Burger,8.33,129,19.0,19.8,56.5,https://example.com/images/item_466.jpg
Caesar Salad #467,Rich in flavor and nutrients.,Sandwich,19.63,655,6.8,23.9,54.5,https://example.com/images/item_467.jpg
Vegan Buddha Bowl #468,Rich in flavor and nutrients.,Pasta,16.17,307,13.3,8.7,53.8,https://example.com/images/item_468.jpg
Margherita Pizza #469,A customer favorite with premium ingredients.,Salad,10.13,354,19.7,15.1,14.5,https://example.com/images/item_469.jpg
Greek Salad #470,Perfect for lunch or dinner.,Soup,14.88,104,25.4,4.8,29.8,https://example.com/images/item_470.jpg
Caesar Salad #471,A customer favorite with premium ingredients.,Soup,15.79,431,12.7,5.3,48.7,https://example.com/images/item_471.jpg
Chocolate Cake #472,Served with a side of bread.,Sandwich,9.04,372,26.9,6.1,68.2,https://example.com/images/item_472.jpg
Lemonade #473,Served with a side of bread.,Soup,17.31,444,29.7,10.3,61.2,https://example.com/images/item_473.jpg
Chocolate Cake #474,A customer favorite with premium ingredients.,Wrap,12.22,160,5.4,13.9,63.7,https://example.com/images/item_474.jpg
Quinoa Salad #475,Delicious and freshly prepared.,Wrap,14.73,731,21.5,9.8,63.6,https://example.com/images/item_475.jpg
Chocolate Cake #476,A customer favorite with premium ingredients.,Sandwich,18.33,546,8.3,8.4,31.3,https://example.com/images/item_476.jpg
Greek Salad #477,Rich in flavor and nutrients.,Wrap,6.49,454,17.3,14.8,73.8,https://example.com/images/item_477.jpg
Vegan Buddha Bowl #478,Perfect for lunch or dinner.,Soup,15.3,585,21.6,22.5,43.6,https://example.com/images/item_478.jpg
Spaghetti Bolognese #479,A customer favorite with premium ingredients.,Drink,14.36,709,10.9,19.3,65.5,https://example.com/images/item_479.jpg
Margherita Pizza #480,Served with a side of bread.,Burger,5.75,557,29.9,4.3,50.3,https://example.com/images/item_480.jpg
Turkey Club Sandwich #481,Topped with fresh herbs.,Wrap,5.08,257,22.3,12.3,52.1,https://example.com/images/item_481.jpg
Veggie Wrap #482,A customer favorite with premium ingredients.,Soup,11.14,278,21.2,21.5,15.6,https://example.com/images/item_482.jpg
Caesar Salad #483,Served with a side of bread.,Salad,11.8,290,14.4,15.0,54.7,https://example.com/images/item_483.jpg
Greek Salad #484,Served with a side of bread.,Sandwich,13.0,743,24.3,5.4,70.4,https://example.com/images/item_484.jpg
Cheeseburger #485,Delicious and freshly prepared.,Sandwich,8.95,638,9.1,23.4,45.2,https://example.com/images/item_485.jpg
Chocolate Cake #486,Delicious and freshly prepared.,Pizza,13.96,239,8.3,13.1,13.9,https://example.com/images/item_486.jpg
Quinoa Salad #487,Rich in flavor and nutrients.,Pasta,16.86,408,11.9,20.9,43.0,https://example.com/images/item_487.jpg
Spaghetti Bolognese #488,Delicious and freshly prepared.,Soup,17.52,470,12.7,22.6,72.0,https://example.com/images/item_488.jpg
Spaghetti Bolognese #489,Delicious and freshly prepared.,Sandwich,16.52,533,23.2,22.4,20.4,https://example.com/images/item_489.jpg
Veggie Wrap #490,Delicious and freshly prepared.,Bowl,6.22,504,8.4,18.2,29.2,https://example.com/images/item_490.jpg
Cheeseburger #491,Topped with fresh herbs.,Sandwich,17.15,320,28.7,23.6,24.1,https://example.com/images/item_491.jpg
Lemonade #492,A customer favorite with premium ingredients.,Pizza,9.34,622,5.4,24.0,41.2,https://example.com/images/item_492.jpg
Pepperoni Pizza #493,A customer favorite with premium ingredients.,Dessert,18.41,578,17.5,17.9,20.4,https://example.com/images/item_493.jpg
Lemonade #494,Perfect for lunch or dinner.,Soup,8.26,383,20.9,10.2,48.6,https://example.com/images/item_494.jpg
Cheeseburger #495,Perfect for lunch or dinner.,Salad,7.35,395,10.8,20.3,65.8,https://example.com/images/item_495.jpg
Tomato Soup #496,Topped with fresh herbs.,Wrap,13.74,286,24.3,14.4,22.7,https://example.com/images/item_496.jpg
Tomato Soup #497,Served with a side of bread.,Wrap,8.41,251,25.6,3.9,59.8,https://example.com/images/item_497.jpg
Cheeseburger #498,Rich in flavor and nutrients.,Burger,6.27,162,26.0,10.7,31.3,https://example.com/images/item_498.jpg
Lemonade #499,A customer favorite with premium ingredients.,Pasta,5.07,795,27.9,15.0,19.4,https://example.com/images/item_499.jpg
Greek Salad #500,Served with a side of bread.,Pasta,8.81,515,27.3,5.1,30.9,https://example.com/images/item_500.jpg
Caesar Salad #501,Delicious and freshly prepared.,Pasta,5.87,318,18.8,18.3,11.8,https://example.com/images/item_501.jpg
Grilled Chicken Sandwich #502,Delicious and freshly prepared.,Salad,17.7,323,16.3,12.0,79.1,https://example.com/images/item_502.jpg
Caesar Salad #503,Topped with fresh herbs.,Dessert,19.94,704,20.2,24.3,16.5,https://example.com/images/item_503.jpg
Margherita Pizza #504,Rich in flavor and nutrients.,Drink,15.73,713,21.8,3.3,14.4,https://example.com/images/item_504.jpg
Chicken Alfredo Pasta #505,Perfect for lunch or dinner.,Dessert,11.07,587,9.3,24.1,52.1,https://example.com/images/item_505.jpg
Turkey Club Sandwich #506,A customer favorite with premium ingredients.,Soup,7.42,150,28.2,9.9,77.5,https://example.com/images/item_506.jpg
Tomato Soup #507,Rich in flavor and nutrients.,Soup,6.03,322,20.3,11.7,16.3,https://example.com/images/item_507.jpg
Tomato Soup #508,Rich in flavor and nutrients.,Sandwich,7.93,230,23.7,21.8,28.9,https://example.com/images/item_508.jpg
Grilled Chicken Sandwich #509,Perfect for lunch or dinner.,Soup,7.53,505,25.7,12.3,11.0,https://example.com/images/item_509.jpg
Grilled Chicken Sandwich #510,Topped with fresh herbs.,Dessert,18.33,241,20.6,6.0,69.0,https://example.com/images/item_510.jpg
Greek Salad #511,Served with a side of bread.,Wrap,8.44,276,19.6,11.7,24.1,https://example.com/images/item_511.jpg
Margherita Pizza #512,Delicious and freshly prepared.,Drink,10.73,518,21.0,23.1,79.2,https://example.com/images/item_512.jpg
Vegan Buddha Bowl #513,Delicious and freshly prepared.,Pasta,5.19,169,6.0,23.6,23.5,https://example.com/images/item_513.jpg
Lemonade #514,Rich in flavor and nutrients.,Pizza,6.84,699,5.3,20.6,37.2,https://example.com/images/item_514.jpg
Chocolate Cake #515,Perfect for lunch or dinner.,Salad,13.3,186,25.9,15.7,52.9,https://example.com/images/item_515.jpg
Pepperoni Pizza #516,Delicious and freshly prepared.,Sandwich,14.87,331,8.8,15.6,70.4,https://example.com/images/item_516.jpg
Cheeseburger #517,Served with a side of bread.,Bowl,18.39,487,19.5,5.1,64.7,https://example.com/images/item_517.jpg
Pepperoni Pizza #518,Rich in flavor and nutrients.,Soup,15.31,379,9.2,12.1,31.6,https://example.com/images/item_518.jpg
Tomato Soup #519,A customer favorite with premium ingredients.,Wrap,8.81,775,20.3,11.8,30.5,https://example.com/images/item_519.jpg
Cheeseburger #520,Perfect for lunch or dinner.,Soup,15.02,335,11.1,6.5,35.8,https://example.com/images/item_520.jpg
Pepperoni Pizza #521,Served with a side of bread.,Drink,17.3,650,24.1,23.0,33.3,https://example.com/images/item_521.jpg
Caesar Salad #522,A customer favorite with premium ingredients.,Salad,12.22,541,24.6,20.0,66.2,https://example.com/images/item_522.jpg
Vegan Buddha Bowl #523,Perfect for lunch or dinner.,Burger,11.16,375,5.3,18.9,61.6,https://example.com/images/item_523.jpg
Grilled Chicken Sandwich #524,Topped with fresh herbs.,Wrap,18.22,268,11.6,6.5,35.0,https://example.com/images/item_524.jpg
Grilled Chicken Sandwich #525,Served with a side of bread.,Soup,10.97,780,23.3,9.7,79.7,https://example.com/images/item_525.jpg
Tomato Soup #526,A customer favorite with premium ingredients.,Wrap,7.91,669,23.8,14.0,29.0,https://example.com/images/item_526.jpg
Quinoa Salad #527,Perfect for lunch or dinner.,Sandwich,16.04,503,19.0,14.6,55.0,https://example.com/images/item_527.jpg
Spaghetti Bolognese #528,A customer favorite with premium ingredients.,Drink,14.73,135,8.1,20.3,64.0,https://example.com/images/item_528.jpg
Veggie Wrap #529,Rich in flavor and nutrients.,Bowl,10.35,412,5.4,7.3,42.7,https://example.com/images/item_529.jpg
Caesar Salad #530,Served with a side of bread.,Bowl,16.41,200,5.2,20.9,29.4,https://example.com/images/item_530.jpg
Chocolate Cake #531,A customer favorite with premium ingredients.,Dessert,12.88,206,16.7,12.4,24.3,https://example.com/images/item_531.jpg
Greek Salad #532,Topped with fresh herbs.,Drink,7.38,281,8.7,12.3,39.1,https://example.com/images/item_532.jpg
Margherita Pizza #533,Delicious and freshly prepared.,Drink,12.17,265,5.5,7.3,62.9,https://example.com/images/item_533.jpg
Tomato Soup #534,Topped with fresh herbs.,Sandwich,11.43,744,17.4,23.0,61.9,https://example.com/images/item_534.jpg
Quinoa Salad #535,A customer favorite with premium ingredients.,Burger,18.72,783,29.4,13.4,17.1,https://example.com/images/item_535.jpg
Pepperoni Pizza #536,Delicious and freshly prepared.,Salad,17.09,319,16.1,18.3,11.7,https://example.com/images/item_536.jpg
Chocolate Cake #537,Rich in flavor and nutrients.,Burger,7.71,535,14.3,18.6,42.4,https://example.com/images/item_537.jpg
Grilled Chicken Sandwich #538,Rich in flavor and nutrients.,Bowl,9.96,103,16.0,6.5,22.5,https://example.com/images/item_538.jpg
Tomato Soup #539,Rich in flavor and nutrients.,Drink,8.91,107,21.2,15.0,39.9,https://example.com/images/item_539.jpg
Grilled Chicken Sandwich #540,Topped with fresh herbs.,Soup,8.31,767,23.4,21.9,80.0,https://example.com/images/item_540.jpg
Margherita Pizza #541,Perfect for lunch or dinner.,Soup,17.93,116,5.1,5.5,26.4,https://example.com/images/item_541.jpg
Caesar Salad #542,Perfect for lunch or dinner.,Pizza,17.62,304,20.1,23.6,57.8,https://example.com/images/item_542.jpg
Lemonade #543,Delicious and freshly prepared.,Salad,7.55,404,19.9,4.3,11.0,https://example.com/images/item_543.jpg
Veggie Wrap #544,Served with a side of bread.,Pasta,12.49,627,18.1,22.6,11.7,https://example.com/images/item_544.jpg
Turkey Club Sandwich #545,A customer favorite with premium ingredients.,Sandwich,18.08,163,18.9,18.9,61.0,https://example.com/images/item_545.jpg
Lemonade #546,Delicious and freshly prepared.,Soup,16.81,709,7.1,24.3,15.6,https://example.com/images/item_546.jpg
Lemonade #547,Topped with fresh herbs.,Burger,15.88,401,6.5,11.3,67.1,https://example.com/images/item_547.jpg
Lemonade #548,Rich in flavor and nutrients.,Bowl,8.48,243,11.8,3.3,21.5,https://example.com/images/item_548.jpg
Quinoa Salad #549,Delicious and freshly prepared.,Sandwich,5.59,547,13.4,7.1,74.5,https://example.com/images/item_549.jpg
Turkey Club Sandwich #550,A customer favorite with premium ingredients.,Pasta,18.32,321,20.2,11.5,18.5,https://example.com/images/item_550.jpg
Quinoa Salad #551,Delicious and freshly prepared.,Pasta,13.0,155,25.9,21.0,17.1,https://example.com/images/item_551.jpg
Chicken Alfredo Pasta #552,Rich in flavor and nutrients.,Drink,9.41,349,15.0,11.9,29.9,https://example.com/images/item_552.jpg
Chicken Alfredo Pasta #553,Delicious and freshly prepared.,Wrap,13.0,739,15.1,20.8,22.2,https://example.com/images/item_553.jpg
Spaghetti Bolognese #554,Delicious and freshly prepared.,Dessert,8.56,155,17.0,17.8,23.7,https://example.com/images/item_554.jpg
Margherita Pizza #555,Delicious and freshly prepared.,Drink,5.24,513,11.7,9.8,15.1,https://example.com/images/item_555.jpg
Chocolate Cake #556,Delicious and freshly prepared.,Burger,15.59,470,21.3,9.2,41.9,https://example.com/images/item_556.jpg
Vegan Buddha Bowl #557,Served with a side of bread.,Bowl,17.22,576,15.5,5.7,43.2,https://example.com/images/item_557.jpg
Cheeseburger #558,Served with a side of bread.,Sandwich,17.69,117,27.5,19.7,15.5,https://example.com/images/item_558.jpg
Grilled Chicken Sandwich #559,Served with a side of bread.,Pasta,7.35,501,5.4,6.4,76.3,https://example.com/images/item_559.jpg
Grilled Chicken Sandwich #560,Delicious and freshly prepared.,Sandwich,12.97,474,29.9,8.6,73.1,https://example.com/images/item_560.jpg
Veggie Wrap #561,Delicious and freshly prepared.,Pasta,15.83,251,17.8,8.8,64.3,https://example.com/images/item_561.jpg
Cheeseburger #562,Perfect for lunch or dinner.,Soup,12.42,175,20.2,9.2,70.3,https://example.com/images/item_562.jpg
Lemonade #563,A customer favorite with premium ingredients.,Sandwich,16.54,393,11.3,11.7,35.5,https://example.com/images/item_563.jpg
Chocolate Cake #564,Rich in flavor and nutrients.,Bowl,15.82,665,16.4,14.5,65.4,https://example.com/images/item_564.jpg
Greek Salad #565,Perfect for lunch or dinner.,Pizza,9.56,558,19.2,8.6,66.0,https://example.com/images/item_565.jpg
Lemonade #566,A customer favorite with premium ingredients.,Dessert,14.28,107,9.6,21.8,33.7,https://example.com/images/item_566.jpg
Veggie Wrap #567,Served with a side of bread.,Soup,16.31,258,10.1,21.1,48.0,https://example.com/images/item_567.jpg
Grilled Chicken Sandwich #568,Delicious and freshly prepared.,Pizza,8.4,475,19.3,4.9,16.2,https://example.com/images/item_568.jpg
Veggie Wrap #569,Served with a side of bread.,Sandwich,18.45,123,5.2,19.5,75.7,https://example.com/images/item_569.jpg
Quinoa Salad #570,Delicious and freshly prepared.,Salad,8.58,585,25.5,8.2,41.6,https://example.com/images/item_570.jpg
Pepperoni Pizza #571,Topped with fresh herbs.,Salad,13.11,264,11.5,3.8,27.5,https://example.com/images/item_571.jpg
Quinoa Salad #572,A customer favorite with premium ingredients.,Sandwich,12.06,524,22.5,9.0,54.6,https://example.com/images/item_572.jpg
Grilled Chicken Sandwich #573,Served with a side of bread.,Salad,9.87,222,24.5,19.4,78.5,https://example.com/images/item_573.jpg
Margherita Pizza #574,Delicious and freshly prepared.,Wrap,6.8,555,13.8,16.9,19.0,https://example.com/images/item_574.jpg
Greek Salad #575,Served with a side of bread.,Salad,15.23,388,26.6,13.5,44.8,https://example.com/images/item_575.jpg
Greek Salad #576,A customer favorite with premium ingredients.,Pizza,10.21,583,23.4,18.1,57.8,https://example.com/images/item_576.jpg
Caesar Salad #577,A customer favorite with premium ingredients.,Salad,5.26,294,18.1,16.2,51.4,https://example.com/images/item_577.jpg
Spaghetti Bolognese #578,Topped with fresh herbs.,Pizza,17.55,249,24.4,8.5,61.3,https://example.com/images/item_578.jpg
Margherita Pizza #579,A customer favorite with premium ingredients.,Bowl,16.76,148,10.7,14.9,46.1,https://example.com/images/item_579.jpg
Caesar Salad #580,Delicious and freshly prepared.,Burger,12.54,381,16.6,24.5,51.3,https://example.com/images/item_580.jpg
Cheeseburger #581,Perfect for lunch or dinner.,Wrap,7.14,140,19.0,24.2,67.9,https://example.com/images/item_581.jpg
Grilled Chicken Sandwich #582,Perfect for lunch or dinner.,Bowl,9.89,781,13.1,8.6,26.2,https://example.com/images/item_582.jpg
Cheeseburger #583,Topped with fresh herbs.,Bowl,9.1,409,18.4,7.2,14.6,https://example.com/images/item_583.jpg
Tomato Soup #584,Served with a side of bread.,Bowl,10.54,680,25.8,17.9,46.7,https://example.com/images/item_584.jpg
Pepperoni Pizza #585,Topped with fresh herbs.,Pasta,12.07,215,15.4,19.4,62.0,https://example.com/images/item_585.jpg
Spaghetti Bolognese #586,Served with a side of bread.,Dessert,5.5,394,28.9,20.5,28.4,https://example.com/images/item_586.jpg
Vegan Buddha Bowl #587,Rich in flavor and nutrients.,Pizza,8.22,541,21.3,11.1,27.9,https://example.com/images/item_587.jpg
Tomato Soup #588,Delicious and freshly prepared.,Soup,9.78,334,9.6,17.2,48.0,https://example.com/images/item_588.jpg
Quinoa Salad #589,Served with a side of bread.,Drink,18.51,678,14.7,6.1,23.9,https://example.com/images/item_589.jpg
Grilled Chicken Sandwich #590,Delicious and freshly prepared.,Burger,5.32,484,27.9,12.7,25.8,https://example.com/images/item_590.jpg
Chocolate Cake #591,Perfect for lunch or dinner.,Bowl,11.56,166,21.4,19.5,52.4,https://example.com/images/item_591.jpg
Veggie Wrap #592,Topped with fresh herbs.,Pizza,7.23,761,13.5,12.5,78.5,https://example.com/images/item_592.jpg
Cheeseburger #593,Delicious and freshly prepared.,Sandwich,19.22,314,20.1,12.5,60.8,https://example.com/images/item_593.jpg
Grilled Chicken Sandwich #594,Rich in flavor and nutrients.,Burger,18.97,446,18.2,12.4,17.4,https://example.com/images/item_594.jpg
Quinoa Salad #595,Topped with fresh herbs.,Dessert,14.83,356,12.8,17.0,16.7,https://example.com/images/item_595.jpg
Turkey Club Sandwich #596,A customer favorite with premium ingredients.,Bowl,13.33,776,22.5,5.1,25.7,https://example.com/images/item_596.jpg
Turkey Club Sandwich #597,Rich in flavor and nutrients.,Wrap,5.67,619,22.5,16.9,43.5,https://example.com/images/item_597.jpg
Vegan Buddha Bowl #598,Served with a side of bread.,Dessert,8.08,725,24.6,17.9,27.6,https://example.com/images/item_598.jpg
Margherita Pizza #599,Served with a side of bread.,Burger,12.15,340,24.8,19.3,14.2,https://example.com/images/item_599.jpg
Vegan Buddha Bowl #600,Perfect for lunch or dinner.,Soup,8.23,572,6.3,15.8,20.9,https://example.com/images/item_600.jpg
Tomato Soup #601,A customer favorite with premium ingredients.,Wrap,8.78,440,6.9,19.3,25.6,https://example.com/images/item_601.jpg
Veggie Wrap #602,Topped with fresh herbs.,Wrap,12.5,490,23.4,15.6,58.3,https://example.com/images/item_602.jpg
Spaghetti Bolognese #603,Perfect for lunch or dinner.,Salad,17.51,165,24.5,15.4,17.4,https://example.com/images/item_603.jpg
Pepperoni Pizza #604,Served with a side of bread.,Soup,8.74,682,7.8,5.2,72.1,https://example.com/images/item_604.jpg
Quinoa Salad #605,Topped with fresh herbs.,Soup,12.74,560,22.1,6.9,76.9,https://example.com/images/item_605.jpg
Lemonade #606,A customer favorite with premium ingredients.,Drink,16.64,282,9.2,23.3,61.6,https://example.com/images/item_606.jpg
Veggie Wrap #607,Delicious and freshly prepared.,Pasta,17.71,752,24.1,19.7,44.0,https://example.com/images/item_607.jpg
Chocolate Cake #608,Topped with fresh herbs.,Wrap,17.75,461,22.6,3.5,52.7,https://example.com/images/item_608.jpg
Pepperoni Pizza #609,Perfect for lunch or dinner.,Salad,13.03,183,13.5,22.8,46.1,https://example.com/images/item_609.jpg
Grilled Chicken Sandwich #610,Perfect for lunch or dinner.,Soup,6.42,670,19.6,12.1,55.2,https://example.com/images/item_610.jpg
Tomato Soup #611,A customer favorite with premium ingredients.,Sandwich,5.59,207,19.5,20.7,43.8,https://example.com/images/item_611.jpg
Tomato Soup #612,Rich in flavor and nutrients.,Burger,19.8,660,18.6,20.6,71.9,https://example.com/images/item_612.jpg
Quinoa Salad #613,A customer favorite with premium ingredients.,Dessert,8.75,759,10.8,11.9,30.5,https://example.com/images/item_613.jpg
Veggie Wrap #614,Served with a side of bread.,Burger,8.34,227,28.1,3.7,38.3,https://example.com/images/item_614.jpg
Greek Salad #615,Topped with fresh herbs.,Bowl,8.91,604,22.0,4.5,24.8,https://example.com/images/item_615.jpg
Caesar Salad #616,Rich in flavor and nutrients.,Wrap,10.08,702,11.9,4.2,79.3,https://example.com/images/item_616.jpg
Greek Salad #617,Served with a side of bread.,Drink,8.91,249,8.3,10.4,61.3,https://example.com/images/item_617.jpg
Lemonade #618,Delicious and freshly prepared.,Wrap,18.83,779,17.8,20.1,62.7,https://example.com/images/item_618.jpg
Margherita Pizza #619,Perfect for lunch or dinner.,Sandwich,8.29,171,17.5,22.4,43.7,https://example.com/images/item_619.jpg
Vegan Buddha Bowl #620,Served with a side of bread.,Burger,5.72,301,11.2,14.1,17.3,https://example.com/images/item_620.jpg
Lemonade #621,Delicious and freshly prepared.,Pizza,11.88,117,15.5,12.3,16.5,https://example.com/images/item_621.jpg
Spaghetti Bolognese #622,Perfect for lunch or dinner.,Dessert,18.42,225,23.7,4.4,23.7,https://example.com/images/item_622.jpg
Tomato Soup #623,Served with a side of bread.,Soup,18.66,155,18.5,12.7,18.9,https://example.com/images/item_623.jpg
Greek Salad #624,Perfect for lunch or dinner.,Salad,13.33,101,5.6,21.7,16.4,https://example.com/images/item_624.jpg
Tomato Soup #625,Delicious and freshly prepared.,Pizza,16.41,549,7.1,23.8,71.5,https://example.com/images/item_625.jpg
Chocolate Cake #626,Delicious and freshly prepared.,Bowl,11.06,347,27.3,4.3,28.8,https://example.com/images/item_626.jpg
Veggie Wrap #627,Served with a side of bread.,Bowl,19.77,166,11.2,19.8,23.7,https://example.com/images/item_627.jpg
Grilled Chicken Sandwich #628,Delicious and freshly prepared.,Pizza,13.8,613,22.5,10.1,48.8,https://example.com/images/item_628.jpg
Greek Salad #629,Topped with fresh herbs.,Drink,10.19,508,15.1,24.9,21.0,https://example.com/images/item_629.jpg
Veggie Wrap #630,Served with a side of bread.,Salad,6.97,231,12.6,7.8,33.5,https://example.com/images/item_630.jpg
Turkey Club Sandwich #631,Perfect for lunch or dinner.,Bowl,10.36,685,18.4,18.5,50.7,https://example.com/images/item_631.jpg
Veggie Wrap #632,Topped with fresh herbs.,Salad,14.95,572,5.8,3.4,67.0,https://example.com/images/item_632.jpg
Vegan Buddha Bowl #633,Perfect for lunch or dinner.,Drink,12.91,110,15.0,22.5,58.4,https://example.com/images/item_633.jpg
Turkey Club Sandwich #634,A customer favorite with premium ingredients.,Wrap,11.41,332,15.0,15.2,58.9,https://example.com/images/item_634.jpg
Chicken Alfredo Pasta #635,Topped with fresh herbs.,Bowl,11.56,325,6.0,12.7,77.5,https://example.com/images/item_635.jpg
Chicken Alfredo Pasta #636,A customer favorite with premium ingredients.,Pasta,12.9,357,22.1,16.0,71.1,https://example.com/images/item_636.jpg
Spaghetti Bolognese #637,Rich in flavor and nutrients.,Sandwich,6.98,436,27.7,14.7,49.6,https://example.com/images/item_637.jpg
Turkey Club Sandwich #638,Served with a side of bread.,Sandwich,16.74,495,21.2,14.6,37.5,https://example.com/images/item_638.jpg
Chicken Alfredo Pasta #639,Delicious and freshly prepared.,Drink,7.77,492,11.4,3.3,27.1,https://example.com/images/item_639.jpg
Turkey Club Sandwich #640,Topped with fresh herbs.,Soup,6.78,125,29.5,23.0,22.1,https://example.com/images/item_640.jpg
Grilled Chicken Sandwich #641,Served with a side of bread.,Drink,7.32,603,30.0,8.7,18.2,https://example.com/images/item_641.jpg
Chocolate Cake #642,A customer favorite with premium ingredients.,Pizza,16.41,532,6.3,22.6,74.8,https://example.com/images/item_642.jpg
Vegan Buddha Bowl #643,A customer favorite with premium ingredients.,Soup,8.5,275,6.5,10.5,54.4,https://example.com/images/item_643.jpg
Lemonade #644,Topped with fresh herbs.,Soup,18.73,401,26.2,11.5,66.3,https://example.com/images/item_644.jpg
Veggie Wrap #645,Perfect for lunch or dinner.,Soup,12.91,273,28.9,11.1,71.7,https://example.com/images/item_645.jpg
Greek Salad #646,Perfect for lunch or dinner.,Wrap,5.64,342,9.2,15.8,43.1,https://example.com/images/item_646.jpg
Turkey Club Sandwich #647,Perfect for lunch or dinner.,Sandwich,14.17,625,11.1,7.8,66.8,https://example.com/images/item_647.jpg
Greek Salad #648,Rich in flavor and nutrients.,Pasta,16.74,263,20.9,18.5,79.5,https://example.com/images/item_648.jpg
Tomato Soup #649,A customer favorite with premium ingredients.,Dessert,6.88,137,5.1,19.6,24.7,https://example.com/images/item_649.jpg
Lemonade #650,Rich in flavor and nutrients.,Bowl,11.34,762,23.3,6.8,57.0,https://example.com/images/item_650.jpg
Grilled Chicken Sandwich #651,Delicious and freshly prepared.,Soup,19.38,248,12.6,17.6,14.0,https://example.com/images/item_651.jpg
Quinoa Salad #652,Topped with fresh herbs.,Pizza,17.81,608,17.5,24.7,25.2,https://example.com/images/item_652.jpg
Margherita Pizza #653,Rich in flavor and nutrients.,Dessert,8.84,193,19.7,5.0,43.1,https://example.com/images/item_653.jpg
Greek Salad #654,Perfect for lunch or dinner.,Drink,11.62,521,12.6,21.6,18.5,https://example.com/images/item_654.jpg
Chocolate Cake #655,Topped with fresh herbs.,Pasta,10.39,512,17.3,12.5,78.0,https://example.com/images/item_655.jpg
Vegan Buddha Bowl #656,Topped with fresh herbs.,Salad,12.69,142,23.1,21.9,46.8,https://example.com/images/item_656.jpg
Veggie Wrap #657,Delicious and freshly prepared.,Burger,5.56,109,27.5,15.2,66.7,https://example.com/images/item_657.jpg
